district,market_name,crop_type,date,season,modal_price,min_price,max_price,price_prev_day,avg_price_7d,avg_price_30d,quantity_arrived_kg,weather_event,transport_strike,import_arrival
Kollam,Kottarakkara,Onion,2025-09-08,Rabi,41.6,38.4,45.34,42.69,42.05,40.03,12173,None,0,1
Palakkad,Alathur,Paddy,2025-09-09,Rabi,22.64,18.91,25.23,22.37,21.72,20.44,5161,None,0,0
Palakkad,Alathur,Onion,2025-09-10,Rabi,41.2,38.18,43.3,38.88,38.95,40.82,14495,Flood,0,1
Palakkad,Alathur,Tomato,2025-09-11,Rabi,32.35,28.65,34.59,29.32,30.44,29.74,14964,Drought,0,1
Malappuram,Tirur,Onion,2025-09-12,Rabi,42.95,39.79,46.33,40.99,40.02,40.83,10986,Rain,0,0
Malappuram,Tirur,Tomato,2025-09-13,Rabi,33.49,31.13,36.01,32.89,29.55,28.93,12461,Drought,0,0
Palakkad,Alathur,Onion,2025-09-14,Rabi,33.96,29.97,35.99,33.59,41.9,38.6,7145,Rain,0,0
Kozhikode,Vadakara,Banana,2025-09-15,Rabi,61.6,59.41,64.84,63.48,31.97,35.73,13297,Drought,0,0
Ernakulam,Perumbavoor,Onion,2025-09-16,Rabi,42.1,38.8,44.53,40.91,42.23,39.73,11063,None,0,1
Thiruvananthapuram,Neyyattinkara,Paddy,2025-09-17,Rabi,21.96,18.02,24.09,21.37,18.72,21.13,11045,None,0,0
Kozhikode,Vadakara,Onion,2025-09-18,Rabi,38.46,35.1,42.02,40.32,43.59,39.08,12592,None,0,0
Ernakulam,Perumbavoor,Tomato,2025-09-19,Rabi,29.2,26.21,32.05,32.63,30.74,30.93,15545,None,0,0
Kollam,Kottarakkara,Banana,2025-09-20,Rabi,34.26,31.53,37.79,33.98,36.28,34.78,9462,Flood,0,0
Thiruvananthapuram,Neyyattinkara,Paddy,2025-09-21,Rabi,19.55,16.19,21.86,18.97,22.74,22.47,18455,None,0,0
Thrissur,Chalakudy,Paddy,2025-09-22,Rabi,19.58,15.79,22.22,19.79,20.4,20.82,14789,Rain,0,0
Palakkad,Alathur,Banana,2025-09-23,Rabi,33.91,30.51,37.04,35.88,33.23,34.74,10671,Rain,0,0
Kozhikode,Vadakara,Paddy,2025-09-24,Rabi,17.33,15.03,20.61,15.8,21.19,22.92,10621,Flood,1,0
Palakkad,Alathur,Paddy,2025-09-25,Rabi,20.66,16.83,23.21,21.39,20.1,20.52,12216,Flood,0,0
Malappuram,Tirur,Paddy,2025-09-26,Rabi,20.13,16.69,23.74,17.46,20.02,21.61,13938,Flood,0,0
Palakkad,Alathur,Paddy,2025-09-27,Rabi,23.67,19.81,25.93,25.55,19.65,20.25,9896,Flood,0,0
Kozhikode,Vadakara,Tomato,2025-09-28,Rabi,29.7,27.59,33.43,28.77,29.74,29.13,14353,Flood,1,1
Thiruvananthapuram,Neyyattinkara,Paddy,2025-09-29,Rabi,19.1,16.64,22.15,17.6,21.78,21.72,11324,None,0,0
Malappuram,Tirur,Banana,2025-09-30,Rabi,35.74,32.47,38.55,36.94,36.85,34.73,17121,None,0,0
Ernakulam,Perumbavoor,Tomato,2025-10-01,Rabi,30.12,28.11,32.63,32.22,32.13,29.86,9934,Drought,0,1
Thiruvananthapuram,Neyyattinkara,Paddy,2025-10-02,Rabi,19.97,17.78,21.99,20.59,19.28,20.55,15591,None,0,0
Kozhikode,Vadakara,Onion,2025-10-03,Rabi,41.33,38.19,44.97,37.8,38.0,42.16,15538,Flood,1,1
Malappuram,Tirur,Banana,2025-10-04,Rabi,32.83,30.79,34.99,30.6,32.13,34.51,17930,Rain,0,0
Kollam,Kottarakkara,Tomato,2025-10-05,Rabi,33.83,30.13,37.04,31.47,29.56,29.14,12410,Drought,0,1
Malappuram,Tirur,Paddy,2025-10-06,Rabi,18.34,16.07,20.86,17.52,19.7,21.52,10455,Flood,0,0
Ernakulam,Perumbavoor,Onion,2025-10-07,Rabi,39.26,35.43,41.74,40.03,42.46,42.12,13368,Rain,0,0
Ernakulam,Perumbavoor,Banana,2025-10-08,Rabi,33.82,30.0,36.74,35.79,35.75,34.88,7261,Rain,0,0
Thrissur,Chalakudy,Onion,2025-10-09,Rabi,42.42,39.95,44.76,42.96,38.66,39.33,13746,Drought,0,1
Thrissur,Chalakudy,Onion,2025-10-10,Rabi,34.98,31.3,38.09,34.79,39.02,39.24,10628,None,0,1
Kozhikode,Vadakara,Tomato,2025-10-11,Rabi,27.04,23.8,31.0,28.62,26.81,30.17,9457,None,0,0
Ernakulam,Perumbavoor,Tomato,2025-10-12,Rabi,50.95,48.17,53.07,50.98,26.82,30.55,8722,Rain,0,0
Kozhikode,Vadakara,Paddy,2025-10-13,Rabi,22.97,20.09,26.28,23.9,23.21,21.19,14457,Drought,0,0
Thrissur,Chalakudy,Banana,2025-10-14,Rabi,34.09,30.69,36.74,33.21,35.6,32.77,11891,None,0,0
Malappuram,Tirur,Onion,2025-10-15,Rabi,38.86,35.31,42.55,40.12,38.58,39.59,12131,Rain,0,0
Kozhikode,Vadakara,Tomato,2025-10-16,Rabi,32.98,30.5,36.59,32.18,29.4,28.65,9051,Drought,0,0
Kollam,Kottarakkara,Banana,2025-10-17,Rabi,34.83,31.43,37.43,34.88,34.07,35.74,6983,Rain,0,0
Thiruvananthapuram,Neyyattinkara,Onion,2025-10-18,Rabi,44.64,41.37,47.41,46.41,39.51,40.39,9951,Drought,0,0
Kozhikode,Vadakara,Banana,2025-10-19,Rabi,34.64,31.66,38.35,37.86,33.03,33.77,9729,None,0,0
Thrissur,Chalakudy,Onion,2025-10-20,Rabi,38.81,35.72,41.98,38.21,38.36,39.74,12162,None,0,1
Kollam,Kottarakkara,Tomato,2025-10-21,Rabi,29.19,25.89,32.59,25.74,29.77,29.95,17692,Flood,1,0
Kozhikode,Vadakara,Banana,2025-10-22,Rabi,34.05,30.41,37.48,35.45,33.36,35.3,9166,Drought,0,0
Thrissur,Chalakudy,Banana,2025-10-23,Rabi,35.01,31.54,37.13,36.27,35.04,36.16,10246,None,0,0
Thiruvananthapuram,Neyyattinkara,Tomato,2025-10-24,Rabi,32.83,29.59,35.47,34.56,30.07,31.84,11560,Drought,0,1
Palakkad,Alathur,Tomato,2025-10-25,Rabi,30.04,27.87,32.42,30.03,28.09,30.76,13816,Drought,0,0
Thiruvananthapuram,Neyyattinkara,Banana,2025-10-26,Rabi,33.79,30.56,36.84,36.43,33.34,32.27,17706,Flood,0,0
Kollam,Kottarakkara,Tomato,2025-10-27,Rabi,32.02,29.43,35.0,32.96,29.49,30.34,8218,Drought,0,0
Palakkad,Alathur,Paddy,2025-10-28,Rabi,20.55,16.71,23.82,19.19,21.39,21.92,8857,Rain,0,0
Thiruvananthapuram,Neyyattinkara,Tomato,2025-10-29,Rabi,31.45,27.7,34.6,31.75,31.03,29.76,14112,Drought,0,1
Ernakulam,Perumbavoor,Onion,2025-10-30,Rabi,38.61,36.1,40.72,36.09,37.82,39.5,7162,Rain,0,0
Ernakulam,Perumbavoor,Tomato,2025-10-31,Rabi,33.1,29.68,37.03,32.98,31.38,30.79,12019,Rain,0,1
Thiruvananthapuram,Neyyattinkara,Banana,2025-11-01,Rabi,41.07,37.36,43.35,45.46,36.09,33.09,16298,Flood,0,0
Thiruvananthapuram,Neyyattinkara,Paddy,2025-11-02,Rabi,17.5,14.0,20.01,19.6,17.17,20.68,15627,Rain,0,0
Kozhikode,Vadakara,Onion,2025-11-03,Rabi,40.77,37.36,43.93,38.55,40.26,40.39,12614,Rain,0,1
Malappuram,Tirur,Tomato,2025-11-04,Rabi,29.19,25.21,32.67,30.47,31.72,29.85,16558,Flood,0,0
Ernakulam,Perumbavoor,Banana,2025-11-05,Rabi,33.69,30.36,36.23,32.96,36.04,35.32,10139,None,0,0
Kozhikode,Vadakara,Tomato,2025-11-06,Rabi,28.47,25.04,31.71,31.12,29.85,30.0,11243,Flood,0,0
Malappuram,Tirur,Tomato,2025-11-07,Rabi,32.64,29.77,35.69,35.86,30.1,32.42,10336,Drought,0,0
Ernakulam,Perumbavoor,Banana,2025-11-08,Rabi,33.43,29.88,35.72,34.44,32.77,34.66,10444,Flood,1,0
Ernakulam,Perumbavoor,Paddy,2025-11-09,Rabi,17.91,14.16,20.37,15.3,20.51,21.42,7916,Flood,1,0
Kollam,Kottarakkara,Tomato,2025-11-10,Rabi,30.36,28.35,32.65,30.63,29.75,29.07,12720,None,0,0
Palakkad,Alathur,Tomato,2025-11-11,Rabi,29.72,27.67,32.44,31.19,28.06,30.11,8184,None,0,0
Thrissur,Chalakudy,Paddy,2025-11-12,Rabi,20.53,16.87,24.25,18.89,19.62,21.0,10303,Drought,0,0
Palakkad,Alathur,Banana,2025-11-13,Rabi,36.93,34.1,39.94,38.7,35.21,34.78,12390,Flood,1,0
Kozhikode,Vadakara,Paddy,2025-11-14,Rabi,23.61,19.73,26.27,23.17,24.18,20.06,8613,Rain,0,0
Thiruvananthapuram,Neyyattinkara,Tomato,2025-11-15,Rabi,27.21,24.15,30.63,25.38,27.56,30.21,14561,None,0,0
Thrissur,Chalakudy,Tomato,2025-11-16,Rabi,30.07,26.34,33.58,27.99,29.3,30.84,10974,Drought,0,1
Palakkad,Alathur,Banana,2025-11-17,Rabi,32.4,29.87,35.97,30.13,33.37,33.3,11740,None,0,0
Kollam,Kottarakkara,Banana,2025-11-18,Rabi,34.95,32.94,37.0,34.53,34.28,34.47,8310,Flood,1,0
Kollam,Kottarakkara,Banana,2025-11-19,Rabi,37.77,35.47,40.83,36.66,34.77,32.86,12330,Drought,0,0
Kozhikode,Vadakara,Tomato,2025-11-20,Rabi,30.29,26.5,33.91,32.78,29.65,31.3,12871,Drought,0,1
Malappuram,Tirur,Onion,2025-11-21,Rabi,43.7,40.98,45.79,41.03,40.72,37.33,11825,Rain,0,1
Palakkad,Alathur,Onion,2025-11-22,Rabi,42.04,39.94,45.48,44.21,41.11,39.71,13635,None,0,0
Ernakulam,Perumbavoor,Banana,2025-11-23,Rabi,39.03,36.95,41.05,39.14,35.44,33.57,15211,Drought,0,0
Ernakulam,Perumbavoor,Paddy,2025-11-24,Rabi,22.81,18.85,24.89,21.89,22.17,21.82,14219,None,0,0
Palakkad,Alathur,Tomato,2025-11-25,Rabi,29.92,26.59,33.62,31.76,28.6,30.01,12334,None,0,0
Malappuram,Tirur,Paddy,2025-11-26,Rabi,23.34,19.36,25.39,21.89,21.36,20.51,12328,Drought,0,0
Kozhikode,Vadakara,Tomato,2025-11-27,Rabi,30.78,28.59,34.16,28.86,31.9,30.43,9424,Flood,1,1
Kollam,Kottarakkara,Paddy,2025-11-28,Rabi,12.19,10.13,16.01,14.43,21.62,20.04,9649,Drought,0,0
Palakkad,Alathur,Onion,2025-11-29,Rabi,41.25,37.26,45.1,42.37,40.54,39.71,14429,None,0,1
Malappuram,Tirur,Tomato,2025-11-30,Rabi,29.38,26.34,32.53,28.1,32.38,30.49,9645,Drought,0,1
Thiruvananthapuram,Neyyattinkara,Tomato,2025-12-01,Rabi,30.27,28.26,32.8,30.31,29.48,30.23,9214,Rain,0,1
Kozhikode,Vadakara,Onion,2025-12-02,Rabi,41.75,38.19,44.46,41.74,37.59,39.77,10152,Drought,0,1
Palakkad,Alathur,Banana,2025-12-03,Rabi,28.02,24.41,31.15,27.79,35.56,33.89,14124,Drought,0,0
Palakkad,Alathur,Tomato,2025-12-04,Rabi,30.02,26.29,33.25,29.34,28.9,28.72,14777,Drought,0,1
Kozhikode,Vadakara,Banana,2025-12-05,Rabi,35.46,31.6,37.91,35.04,30.96,34.47,9285,None,0,0
Malappuram,Tirur,Onion,2025-12-06,Rabi,40.29,36.74,42.37,37.98,40.14,39.87,4770,Drought,0,0
Malappuram,Tirur,Banana,2025-12-07,Rabi,37.24,35.15,40.21,36.75,33.61,34.53,11847,Flood,1,0
Palakkad,Alathur,Paddy,2025-12-08,Rabi,21.73,18.8,24.84,20.01,20.79,19.09,11287,Rain,0,0
Palakkad,Alathur,Tomato,2025-12-09,Rabi,32.89,30.44,36.56,30.63,29.47,27.88,12023,Rain,0,1
Thiruvananthapuram,Neyyattinkara,Tomato,2025-12-10,Rabi,30.93,28.89,34.11,31.51,29.1,27.86,8275,Rain,0,1
Kollam,Kottarakkara,Tomato,2025-12-11,Rabi,32.51,29.75,35.8,33.83,29.86,30.16,8917,None,0,0
Palakkad,Alathur,Banana,2025-12-12,Rabi,36.58,33.96,39.61,35.5,34.66,32.67,11465,Flood,0,0
Ernakulam,Perumbavoor,Onion,2025-12-13,Rabi,42.5,40.37,45.36,41.08,41.12,38.92,9294,Rain,0,0
Thrissur,Chalakudy,Banana,2025-12-14,Rabi,33.98,31.64,37.45,35.44,33.55,34.62,15432,None,0,0
Thrissur,Chalakudy,Banana,2025-12-15,Rabi,32.46,28.89,35.31,30.17,33.47,35.27,9562,Drought,0,0
Palakkad,Alathur,Onion,2025-12-16,Rabi,42.03,39.38,45.75,41.64,42.63,42.25,15094,Drought,0,0
Ernakulam,Perumbavoor,Paddy,2025-12-17,Rabi,17.71,14.81,21.7,14.11,21.09,21.91,13503,Drought,0,0
Malappuram,Tirur,Banana,2025-12-18,Rabi,32.55,29.09,34.8,30.32,35.39,35.86,9989,Rain,0,0
Thiruvananthapuram,Neyyattinkara,Banana,2025-12-19,Rabi,35.65,33.65,39.09,39.55,33.72,33.83,13679,Drought,0,0
Malappuram,Tirur,Paddy,2025-12-20,Rabi,20.43,17.83,23.37,22.44,20.39,20.97,7672,Flood,1,0
Palakkad,Alathur,Paddy,2025-12-21,Rabi,20.53,17.65,23.68,19.02,21.52,19.34,14939,None,0,0
Palakkad,Alathur,Onion,2025-12-22,Rabi,38.26,35.11,41.06,40.94,42.06,40.54,7386,None,0,0
Thrissur,Chalakudy,Paddy,2025-12-23,Rabi,19.74,16.16,22.29,18.4,19.84,22.58,11542,None,0,0
Malappuram,Tirur,Paddy,2025-12-24,Rabi,19.68,16.02,23.57,18.56,20.2,21.53,7118,Rain,0,0
Palakkad,Alathur,Banana,2025-12-25,Rabi,34.2,32.18,37.46,34.84,31.4,32.58,11856,Rain,0,0
Thrissur,Chalakudy,Paddy,2025-12-26,Rabi,23.88,20.25,27.0,25.68,20.09,22.41,11041,Flood,1,0
Ernakulam,Perumbavoor,Onion,2025-12-27,Rabi,39.34,37.21,41.48,39.48,41.26,39.39,10805,None,0,1
Thrissur,Chalakudy,Tomato,2025-12-28,Rabi,27.5,24.48,30.65,28.03,31.4,30.99,7900,Drought,0,0
Kollam,Kottarakkara,Paddy,2025-12-29,Rabi,20.23,17.89,22.29,22.1,21.35,21.03,12031,Flood,0,0
Thrissur,Chalakudy,Onion,2025-12-30,Rabi,41.08,37.37,43.97,41.51,39.14,40.88,8391,Rain,0,1
Thrissur,Chalakudy,Banana,2025-12-31,Rabi,36.64,33.28,40.26,35.3,34.82,33.84,10570,Drought,0,0
Ernakulam,Perumbavoor,Banana,2025-01-01,Rabi,36.72,32.88,39.16,37.83,33.91,35.75,14939,None,0,0
Ernakulam,Perumbavoor,Banana,2025-01-02,Rabi,32.39,28.5,36.13,29.0,34.16,35.38,13831,None,0,0
Kozhikode,Vadakara,Banana,2025-01-03,Rabi,37.15,33.17,39.23,36.25,33.82,33.91,12723,Rain,0,0
Thrissur,Chalakudy,Paddy,2025-01-04,Rabi,22.53,20.06,26.0,24.98,23.76,22.67,14007,Flood,1,0
Malappuram,Tirur,Paddy,2025-01-05,Rabi,20.32,17.67,22.71,20.66,21.98,21.14,9258,Flood,1,0
Kollam,Kottarakkara,Banana,2025-01-06,Rabi,33.08,29.64,36.85,34.38,33.63,34.02,11764,Flood,0,0
Kozhikode,Vadakara,Tomato,2025-01-07,Rabi,28.22,24.85,30.83,27.96,29.31,29.31,8825,Rain,0,1
Ernakulam,Perumbavoor,Onion,2025-01-08,Rabi,39.8,35.95,42.24,40.73,41.68,38.61,16819,Rain,0,1
Kollam,Kottarakkara,Tomato,2025-01-09,Rabi,30.59,28.49,33.09,28.9,29.39,28.12,7134,None,0,0
Thrissur,Chalakudy,Paddy,2025-01-10,Rabi,24.44,20.74,27.03,23.39,21.81,20.89,12053,None,0,0
Palakkad,Alathur,Onion,2025-01-11,Rabi,40.74,37.93,42.77,37.61,41.98,39.9,10487,Rain,0,0
Thrissur,Chalakudy,Tomato,2025-01-12,Rabi,30.94,27.22,33.68,29.86,30.31,29.83,14133,Flood,1,1
Thiruvananthapuram,Neyyattinkara,Tomato,2025-01-13,Rabi,29.57,26.54,31.85,28.02,30.54,29.73,6537,Rain,0,1
Ernakulam,Perumbavoor,Tomato,2025-01-14,Rabi,30.4,26.92,34.14,29.59,30.52,29.14,8380,Drought,0,1
Thiruvananthapuram,Neyyattinkara,Onion,2025-01-15,Rabi,42.36,39.21,45.56,43.62,39.99,40.44,14431,Flood,1,1
Kozhikode,Vadakara,Onion,2025-01-16,Rabi,39.98,37.49,43.31,38.17,40.45,41.0,13779,None,0,0
Palakkad,Alathur,Tomato,2025-01-17,Rabi,30.12,27.75,32.6,30.97,29.67,31.04,16041,None,0,0
Kollam,Kottarakkara,Tomato,2025-01-18,Rabi,27.41,24.21,30.64,29.08,33.36,30.53,14951,Drought,0,0
Malappuram,Tirur,Banana,2025-01-19,Rabi,32.71,29.75,36.16,31.95,33.69,33.6,8064,Rain,0,0
Thrissur,Chalakudy,Banana,2025-01-20,Rabi,33.65,29.8,35.94,34.9,32.05,34.18,12445,Flood,1,0
Thiruvananthapuram,Neyyattinkara,Banana,2025-01-21,Rabi,33.4,30.41,36.5,34.14,34.6,33.63,15182,Flood,0,0
Palakkad,Alathur,Paddy,2025-01-22,Rabi,22.12,19.79,25.14,24.48,20.9,20.68,11374,None,0,0
Malappuram,Tirur,Banana,2025-01-23,Rabi,36.36,33.35,38.75,36.14,33.87,35.96,7966,None,0,0
Malappuram,Tirur,Tomato,2025-01-24,Rabi,30.71,28.63,33.06,30.62,29.62,29.05,10008,Drought,0,1
Kollam,Kottarakkara,Banana,2025-01-25,Rabi,33.18,30.44,35.18,33.92,35.28,32.22,8395,Flood,1,0
Kozhikode,Vadakara,Banana,2025-01-26,Rabi,35.1,32.1,38.45,36.05,31.8,34.87,11958,Rain,0,0
Ernakulam,Perumbavoor,Banana,2025-01-27,Rabi,35.49,31.95,37.88,34.21,31.91,33.69,11207,Rain,0,0
Thrissur,Chalakudy,Banana,2025-01-28,Rabi,33.36,30.35,36.86,32.77,36.54,32.3,9465,Flood,0,0
Thiruvananthapuram,Neyyattinkara,Onion,2025-01-29,Rabi,39.16,36.41,42.94,39.2,41.07,40.87,15229,Rain,0,0
Thiruvananthapuram,Neyyattinkara,Paddy,2025-01-30,Rabi,21.96,18.15,24.66,19.36,18.5,22.15,15247,None,0,0
Palakkad,Alathur,Tomato,2025-01-31,Rabi,31.27,28.38,34.12,30.04,29.52,29.6,8925,Flood,1,1
Palakkad,Alathur,Paddy,2025-02-01,Rabi,21.52,18.79,23.61,24.75,20.26,22.3,9343,Rain,0,0
Malappuram,Tirur,Paddy,2025-02-02,Rabi,17.93,14.19,20.0,19.41,20.67,22.27,16412,Rain,0,0
Malappuram,Tirur,Paddy,2025-02-03,Rabi,20.44,18.08,23.77,22.45,19.69,20.11,15216,None,0,0
Palakkad,Alathur,Banana,2025-02-04,Rabi,30.9,27.11,34.83,30.9,35.87,35.32,10701,Rain,0,0
Palakkad,Alathur,Onion,2025-02-05,Rabi,42.02,39.85,44.82,40.34,39.0,40.23,13133,Drought,0,1
Malappuram,Tirur,Paddy,2025-02-06,Rabi,28.36,24.59,30.82,31.15,18.18,21.05,12587,Rain,0,0
Thiruvananthapuram,Neyyattinkara,Paddy,2025-02-07,Rabi,17.51,14.0,20.39,19.5,19.89,21.1,12984,None,0,0
Ernakulam,Perumbavoor,Banana,2025-02-08,Rabi,18.65,15.84,22.63,17.04,36.34,33.93,3908,Rain,0,0
Malappuram,Tirur,Onion,2025-02-09,Rabi,39.4,35.64,42.92,39.35,40.33,38.0,11912,Rain,0,0
Thiruvananthapuram,Neyyattinkara,Tomato,2025-02-10,Rabi,28.33,25.96,32.19,28.66,30.76,30.4,16211,Drought,0,0
Malappuram,Tirur,Banana,2025-02-11,Rabi,38.38,35.48,41.86,36.68,33.43,34.74,11619,None,0,0
Thrissur,Chalakudy,Onion,2025-02-12,Rabi,34.55,31.16,37.42,34.26,41.85,38.61,12661,None,0,1
Palakkad,Alathur,Paddy,2025-02-13,Rabi,17.19,13.69,20.68,18.5,21.36,20.43,10746,Rain,0,0
Palakkad,Alathur,Banana,2025-02-14,Rabi,31.0,28.45,34.59,32.51,32.8,34.5,9114,Flood,1,0
Palakkad,Alathur,Paddy,2025-02-15,Rabi,25.4,21.49,28.58,27.74,24.11,23.19,10096,Flood,0,0
Thiruvananthapuram,Neyyattinkara,Paddy,2025-02-16,Rabi,19.23,16.5,22.2,22.27,20.79,21.83,10137,None,0,0
Thrissur,Chalakudy,Paddy,2025-02-17,Rabi,19.79,15.85,23.05,21.03,18.05,21.78,13573,Flood,0,0
Kozhikode,Vadakara,Onion,2025-02-18,Rabi,38.94,35.47,41.51,38.98,40.27,40.24,14070,Rain,0,0
Kozhikode,Vadakara,Banana,2025-02-19,Rabi,32.37,30.09,35.63,36.42,33.69,33.87,17834,None,0,0
Palakkad,Alathur,Banana,2025-02-20,Rabi,30.34,26.74,33.26,33.24,34.14,33.47,8641,Flood,1,0
Kollam,Kottarakkara,Tomato,2025-02-21,Rabi,27.46,25.33,30.84,26.95,30.42,30.62,12798,Drought,0,1
Palakkad,Alathur,Banana,2025-02-22,Rabi,32.98,30.84,36.54,34.99,38.01,35.49,10922,Rain,0,0
Kollam,Kottarakkara,Banana,2025-02-23,Rabi,35.0,31.6,38.59,35.85,36.41,33.66,9105,None,0,0
Ernakulam,Perumbavoor,Paddy,2025-02-24,Rabi,23.27,20.77,25.42,23.88,19.34,21.71,17514,Rain,0,0
Thiruvananthapuram,Neyyattinkara,Onion,2025-02-25,Rabi,38.61,35.16,41.76,37.27,40.05,40.68,11775,None,0,0
Kollam,Kottarakkara,Banana,2025-02-26,Rabi,36.27,32.4,38.96,36.66,35.52,33.28,8316,Drought,0,0
Thrissur,Chalakudy,Banana,2025-02-27,Rabi,33.32,29.43,35.82,31.3,34.61,31.98,10641,None,0,0
Ernakulam,Perumbavoor,Banana,2025-02-28,Rabi,33.43,29.52,35.72,31.86,33.54,34.0,15807,None,0,0
Ernakulam,Perumbavoor,Tomato,2025-03-01,Rabi,27.92,24.95,30.84,28.46,30.83,29.98,10505,Flood,1,0
Ernakulam,Perumbavoor,Paddy,2025-03-02,Rabi,18.72,16.5,21.33,21.57,21.11,20.68,18364,None,0,0
Thrissur,Chalakudy,Banana,2025-03-03,Rabi,34.44,32.24,37.9,38.26,31.88,33.76,7889,Rain,0,0
Palakkad,Alathur,Onion,2025-03-04,Rabi,39.76,35.92,43.07,39.57,39.31,40.05,10772,Flood,0,0
Kollam,Kottarakkara,Banana,2025-03-05,Rabi,33.78,30.04,36.8,32.65,36.16,32.89,12637,Rain,0,0
Thrissur,Chalakudy,Paddy,2025-03-06,Rabi,18.61,15.9,22.05,17.36,19.91,20.87,12526,Rain,0,0
Palakkad,Alathur,Tomato,2025-03-07,Rabi,27.79,25.68,30.56,27.17,28.51,28.96,15400,None,0,0
Ernakulam,Perumbavoor,Tomato,2025-03-08,Rabi,27.22,23.3,29.71,27.33,32.55,31.21,13276,Flood,1,0
Ernakulam,Perumbavoor,Paddy,2025-03-09,Rabi,20.97,17.73,23.46,22.07,21.55,22.42,11598,Drought,0,0
Thiruvananthapuram,Neyyattinkara,Paddy,2025-03-10,Rabi,11.5,7.91,14.47,11.01,23.84,20.84,7143,Rain,0,0
Palakkad,Alathur,Onion,2025-03-11,Rabi,40.16,36.52,43.58,41.31,42.44,39.0,6766,Flood,0,0
Kollam,Kottarakkara,Paddy,2025-03-12,Rabi,21.99,18.62,24.08,22.69,18.88,20.67,11145,None,0,0
Kozhikode,Vadakara,Banana,2025-03-13,Rabi,35.65,33.39,38.24,35.03,33.35,34.11,7865,Drought,0,0
Ernakulam,Perumbavoor,Banana,2025-03-14,Rabi,37.8,35.57,40.18,39.2,32.95,32.88,8879,Drought,0,0
Palakkad,Alathur,Banana,2025-03-15,Rabi,35.17,32.77,38.12,33.65,33.63,32.31,13623,Drought,0,0
Kollam,Kottarakkara,Banana,2025-03-16,Rabi,35.16,31.62,37.89,34.88,34.29,34.8,12500,Drought,0,0
Ernakulam,Perumbavoor,Onion,2025-03-17,Rabi,41.56,37.83,45.35,39.81,40.57,40.19,15605,Rain,0,0
Thrissur,Chalakudy,Tomato,2025-03-18,Rabi,30.06,27.7,33.93,29.91,29.16,31.49,4931,Rain,0,1
Kollam,Kottarakkara,Tomato,2025-03-19,Rabi,31.02,27.73,33.96,30.99,29.72,29.67,11832,Flood,1,0
Kozhikode,Vadakara,Banana,2025-03-20,Rabi,34.96,32.33,37.67,33.77,34.2,34.35,9138,None,0,0
Thiruvananthapuram,Neyyattinkara,Paddy,2025-03-21,Rabi,22.01,19.68,25.65,22.55,19.8,19.81,9563,None,0,0
Thrissur,Chalakudy,Tomato,2025-03-22,Rabi,30.27,27.34,32.89,30.16,32.09,29.63,9332,Rain,0,0
Kozhikode,Vadakara,Banana,2025-03-23,Rabi,35.31,33.09,38.78,33.84,32.81,33.22,3007,None,0,0
Ernakulam,Perumbavoor,Paddy,2025-03-24,Rabi,22.13,18.24,25.62,23.54,22.38,22.89,16521,None,0,0
Thrissur,Chalakudy,Tomato,2025-03-25,Rabi,29.33,25.57,32.21,30.99,29.85,29.57,9733,Rain,0,1
Thiruvananthapuram,Neyyattinkara,Tomato,2025-03-26,Rabi,29.46,26.04,33.01,29.95,32.37,30.73,9686,Rain,0,0
Kollam,Kottarakkara,Tomato,2025-03-27,Rabi,27.91,25.16,30.87,28.76,31.35,31.23,11193,Rain,0,0
Thrissur,Chalakudy,Paddy,2025-03-28,Rabi,21.94,18.14,25.55,23.22,18.97,21.28,14713,Drought,0,0
Kozhikode,Vadakara,Tomato,2025-03-29,Rabi,31.02,28.09,34.61,30.9,33.91,31.93,12028,Flood,1,1
Thiruvananthapuram,Neyyattinkara,Paddy,2025-03-30,Rabi,20.62,17.27,23.47,21.67,20.91,22.27,8198,Flood,0,0
Palakkad,Alathur,Banana,2025-03-31,Rabi,33.52,30.15,36.78,34.55,35.51,32.52,9137,Flood,0,0
Malappuram,Tirur,Tomato,2025-04-01,Rabi,26.65,24.57,29.22,25.34,28.08,30.54,12687,Rain,0,1
Palakkad,Alathur,Paddy,2025-04-02,Rabi,20.69,18.61,23.23,20.73,22.79,19.96,6209,None,0,0
Thiruvananthapuram,Neyyattinkara,Tomato,2025-04-03,Rabi,31.42,27.7,33.85,30.83,28.47,30.55,6097,None,0,1
Kozhikode,Vadakara,Paddy,2025-04-04,Rabi,19.28,17.03,21.77,15.7,21.39,22.57,10280,Drought,0,0
Ernakulam,Perumbavoor,Tomato,2025-04-05,Rabi,28.42,25.44,31.21,31.1,30.94,32.38,12482,Flood,1,0
Palakkad,Alathur,Tomato,2025-04-06,Rabi,30.45,27.92,32.52,32.62,29.78,30.25,4736,Flood,0,0
Malappuram,Tirur,Onion,2025-04-07,Rabi,43.48,39.57,46.59,44.07,39.84,40.91,8455,Rain,0,0
Thiruvananthapuram,Neyyattinkara,Banana,2025-04-08,Rabi,32.9,30.71,34.96,33.73,34.07,34.45,12747,None,0,0
Palakkad,Alathur,Banana,2025-04-09,Rabi,35.26,32.66,38.64,33.28,35.92,33.52,12173,Drought,0,0
Kozhikode,Vadakara,Banana,2025-04-10,Rabi,32.8,29.21,36.63,32.37,34.34,34.74,14703,Rain,0,0
